Epoch [0], train_loss: 0.5381, train_acc: 0.6747, val_loss: 0.5373, val_acc: 0.6695
Epoch [273], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1560, val_acc: 0.9520
Epoch [274], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1560, val_acc: 0.9520
Epoch [275], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1560, val_acc: 0.9520
Epoch [276], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1560, val_acc: 0.9520
Epoch [277], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1560, val_acc: 0.9520
Epoch [278], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1561, val_acc: 0.9520
Epoch [279], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1562, val_acc: 0.9520
Epoch [280], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1565, val_acc: 0.9520
Epoch [281], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1568, val_acc: 0.9520
Epoch [282], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1572, val_acc: 0.9525
Epoch [283], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1574, val_acc: 0.9525
Epoch [284], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1575, val_acc: 0.9525
Epoch [285], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1576, val_acc: 0.9525
Epoch [286], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1576, val_acc: 0.9525
Epoch [287], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1577, val_acc: 0.9525
Epoch [288], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1577, val_acc: 0.9520
Epoch [289], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1578, val_acc: 0.9520
Epoch [290], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1579, val_acc: 0.9520
Epoch [291], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1580, val_acc: 0.9525
Epoch [292], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1581, val_acc: 0.9520
Epoch [293], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1583, val_acc: 0.9520
Epoch [294], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1584, val_acc: 0.9520
Epoch [295], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1584, val_acc: 0.9520
Epoch [296], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1586, val_acc: 0.9520
Epoch [297], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1588, val_acc: 0.9520
Epoch [298], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1590, val_acc: 0.9525
Epoch [299], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1592, val_acc: 0.9525
Epoch [300], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1594, val_acc: 0.9525
Epoch [301], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1595, val_acc: 0.9525
Epoch [302], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1597, val_acc: 0.9525
Epoch [303], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1599, val_acc: 0.9525
Epoch [304], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1599, val_acc: 0.9525
Epoch [305], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1599, val_acc: 0.9525
Epoch [306], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1598, val_acc: 0.9520
Epoch [307], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1599, val_acc: 0.9520
Epoch [308], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1600, val_acc: 0.9520
Epoch [309], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1602, val_acc: 0.9520
Epoch [310], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1604, val_acc: 0.9525
Epoch [311], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1606, val_acc: 0.9525
Epoch [312], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1607, val_acc: 0.9525
Epoch [313], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1607, val_acc: 0.9525
Epoch [314], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1608, val_acc: 0.9525
Epoch [315], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1608, val_acc: 0.9520
Epoch [316], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1609, val_acc: 0.9525
Epoch [317], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1610, val_acc: 0.9525
Epoch [318], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1611, val_acc: 0.9525
Epoch [319], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1611, val_acc: 0.9525
Epoch [320], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1612, val_acc: 0.9525
Epoch [321], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1612, val_acc: 0.9525
Epoch [322], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1612, val_acc: 0.9520
Epoch [323], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1613, val_acc: 0.9525
Epoch [324], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1614, val_acc: 0.9525
Epoch [325], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1615, val_acc: 0.9525
Epoch [326], train_loss: 0.0004, train_acc: 1.0000, val_loss: 0.1616, val_acc: 0.9525
Epoch [327], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1616, val_acc: 0.9520
Epoch [328], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1617, val_acc: 0.9525
Epoch [329], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1619, val_acc: 0.9525
Epoch [330], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1620, val_acc: 0.9525
Epoch [331], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1622, val_acc: 0.9525
Epoch [332], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1624, val_acc: 0.9525
Epoch [333], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1626, val_acc: 0.9525
Epoch [334], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1626, val_acc: 0.9525
Epoch [335], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1626, val_acc: 0.9525
Epoch [336], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1627, val_acc: 0.9525
Epoch [337], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1627, val_acc: 0.9525
Epoch [338], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1628, val_acc: 0.9525
Epoch [339], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1628, val_acc: 0.9525
Epoch [340], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1629, val_acc: 0.9525
Epoch [341], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1629, val_acc: 0.9525
Epoch [342], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1630, val_acc: 0.9525
Epoch [343], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1632, val_acc: 0.9525
Epoch [344], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1633, val_acc: 0.9525
Epoch [345], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1634, val_acc: 0.9525
Epoch [346], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1636, val_acc: 0.9525
Epoch [347], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1638, val_acc: 0.9525
Epoch [348], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1638, val_acc: 0.9525
Epoch [349], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1638, val_acc: 0.9525
Epoch [350], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1639, val_acc: 0.9525
Epoch [351], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1639, val_acc: 0.9525
Epoch [352], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1640, val_acc: 0.9525
Epoch [353], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1641, val_acc: 0.9525
Epoch [354], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1642, val_acc: 0.9525
Epoch [355], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1643, val_acc: 0.9525
Epoch [356], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1645, val_acc: 0.9525
Epoch [357], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1646, val_acc: 0.9525
Epoch [358], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1648, val_acc: 0.9525
Epoch [359], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1649, val_acc: 0.9525
Epoch [360], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1650, val_acc: 0.9525
Epoch [361], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1650, val_acc: 0.9525
Epoch [362], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1652, val_acc: 0.9525
Epoch [363], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1653, val_acc: 0.9525
Epoch [364], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1655, val_acc: 0.9525
Epoch [365], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1655, val_acc: 0.9525
Epoch [366], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1656, val_acc: 0.9525
Epoch [367], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1657, val_acc: 0.9520
Epoch [368], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1658, val_acc: 0.9520
Epoch [369], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1658, val_acc: 0.9520
Epoch [370], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1659, val_acc: 0.9520
Epoch [371], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1660, val_acc: 0.9520
Epoch [372], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1661, val_acc: 0.9520
Epoch [373], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1662, val_acc: 0.9520
Epoch [374], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1663, val_acc: 0.9520
Epoch [375], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1663, val_acc: 0.9520
Epoch [376], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1663, val_acc: 0.9525
Epoch [377], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1663, val_acc: 0.9525
Epoch [378], train_loss: 0.0003, train_acc: 1.0000, val_loss: 0.1664, val_acc: 0.9520
Epoch [379], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1664, val_acc: 0.9520
Epoch [380], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1665, val_acc: 0.9525
Epoch [381], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1666, val_acc: 0.9525
Epoch [382], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1667, val_acc: 0.9525
Epoch [383], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1668, val_acc: 0.9525
Epoch [384], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1669, val_acc: 0.9525
Epoch [385], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1670, val_acc: 0.9525
Epoch [386], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1671, val_acc: 0.9525
Epoch [387], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1672, val_acc: 0.9520
Epoch [388], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1673, val_acc: 0.9520
Epoch [389], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1673, val_acc: 0.9520
Epoch [390], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1673, val_acc: 0.9520
Epoch [391], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1673, val_acc: 0.9525
Epoch [392], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1672, val_acc: 0.9525
Epoch [393], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1672, val_acc: 0.9525
Epoch [394], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1672, val_acc: 0.9525
Epoch [395], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1672, val_acc: 0.9525
Epoch [396], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1673, val_acc: 0.9525
Epoch [397], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1673, val_acc: 0.9525
Epoch [398], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1675, val_acc: 0.9525
Epoch [399], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1677, val_acc: 0.9525
Epoch [400], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1679, val_acc: 0.9525
Epoch [401], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1682, val_acc: 0.9525
Epoch [402], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1684, val_acc: 0.9525
Epoch [403], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1686, val_acc: 0.9525
Epoch [404], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1687, val_acc: 0.9525
Epoch [405], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1688, val_acc: 0.9525
Epoch [406], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1688, val_acc: 0.9525
Epoch [407], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1688, val_acc: 0.9525
Epoch [408], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1688, val_acc: 0.9525
Epoch [409], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1687, val_acc: 0.9520
Epoch [410], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1687, val_acc: 0.9525
Epoch [411], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1687, val_acc: 0.9525
Epoch [412], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1687, val_acc: 0.9530
Epoch [413], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1687, val_acc: 0.9530
Epoch [414], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1687, val_acc: 0.9530
Epoch [415], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1687, val_acc: 0.9530
Epoch [416], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1689, val_acc: 0.9530
Epoch [417], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1690, val_acc: 0.9530
Epoch [418], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1690, val_acc: 0.9530
Epoch [419], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1691, val_acc: 0.9530
Epoch [420], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1693, val_acc: 0.9530
Epoch [421], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1694, val_acc: 0.9525
Epoch [422], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1694, val_acc: 0.9525
Epoch [423], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1694, val_acc: 0.9525
Epoch [424], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1693, val_acc: 0.9530
Epoch [425], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1693, val_acc: 0.9530
Epoch [426], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1692, val_acc: 0.9525
Epoch [427], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1692, val_acc: 0.9525
Epoch [428], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1692, val_acc: 0.9525
Epoch [429], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1692, val_acc: 0.9520
Epoch [430], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1692, val_acc: 0.9525
Epoch [431], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1691, val_acc: 0.9525
Epoch [432], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1692, val_acc: 0.9525
Epoch [433], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1692, val_acc: 0.9525
Epoch [434], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1693, val_acc: 0.9525
Epoch [435], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1694, val_acc: 0.9525
Epoch [436], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1696, val_acc: 0.9525
Epoch [437], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1697, val_acc: 0.9525
Epoch [438], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1699, val_acc: 0.9520
Epoch [439], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1701, val_acc: 0.9530
Epoch [440], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1702, val_acc: 0.9530
Epoch [441], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1703, val_acc: 0.9530
Epoch [442], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1703, val_acc: 0.9530
Epoch [443], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1703, val_acc: 0.9530
Epoch [444], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1703, val_acc: 0.9525
Epoch [445], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1703, val_acc: 0.9520
Epoch [446], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1702, val_acc: 0.9525
Epoch [447], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1702, val_acc: 0.9525
Epoch [448], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1703, val_acc: 0.9525
Epoch [449], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1703, val_acc: 0.9525
Epoch [450], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1704, val_acc: 0.9525
Epoch [451], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1705, val_acc: 0.9525
Epoch [452], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1705, val_acc: 0.9525
Epoch [453], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1706, val_acc: 0.9525
Epoch [454], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1708, val_acc: 0.9525
Epoch [455], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1709, val_acc: 0.9525
Epoch [456], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1711, val_acc: 0.9520
Epoch [457], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1713, val_acc: 0.9520
Epoch [458], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1715, val_acc: 0.9520
Epoch [459], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1716, val_acc: 0.9530
Epoch [460], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1717, val_acc: 0.9530
Epoch [461], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1717, val_acc: 0.9520
Epoch [462], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1718, val_acc: 0.9520
Epoch [463], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1718, val_acc: 0.9520
Epoch [464], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1718, val_acc: 0.9520
Epoch [465], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1718, val_acc: 0.9520
Epoch [466], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1719, val_acc: 0.9520
Epoch [467], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1720, val_acc: 0.9520
Epoch [468], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1722, val_acc: 0.9520
Epoch [469], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1723, val_acc: 0.9520
Epoch [470], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1724, val_acc: 0.9520
Epoch [471], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1725, val_acc: 0.9525
Epoch [472], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1726, val_acc: 0.9525
Epoch [473], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1726, val_acc: 0.9525
Epoch [474], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1726, val_acc: 0.9525
Epoch [475], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1727, val_acc: 0.9525
Epoch [476], train_loss: 0.0002, train_acc: 1.0000, val_loss: 0.1726, val_acc: 0.9520
Epoch [477], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1726, val_acc: 0.9520
Epoch [478], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1727, val_acc: 0.9520
Epoch [479], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1727, val_acc: 0.9520
Epoch [480], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1727, val_acc: 0.9520
Epoch [481], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1728, val_acc: 0.9525
Epoch [482], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1728, val_acc: 0.9525
Epoch [483], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1729, val_acc: 0.9525
Epoch [484], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1729, val_acc: 0.9525
Epoch [485], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1728, val_acc: 0.9525
Epoch [486], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1727, val_acc: 0.9520
Epoch [487], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1726, val_acc: 0.9520
Epoch [488], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1726, val_acc: 0.9520
Epoch [489], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1726, val_acc: 0.9520
Epoch [490], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1726, val_acc: 0.9520
Epoch [491], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1727, val_acc: 0.9520
Epoch [492], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1728, val_acc: 0.9520
Epoch [493], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1730, val_acc: 0.9520
Epoch [494], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1732, val_acc: 0.9515
Epoch [495], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1734, val_acc: 0.9520
Epoch [496], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1735, val_acc: 0.9525
Epoch [497], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1736, val_acc: 0.9525
Epoch [498], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1737, val_acc: 0.9525
Epoch [499], train_loss: 0.0001, train_acc: 1.0000, val_loss: 0.1738, val_acc: 0.9525
